3_zip_48067,1
3_occupation_10,2
3_id_1,3
3_age_1,4
3_gender_F,5
3_zip_70072,7
3_occupation_16,8
3_id_2,9
3_age_56,10
3_gender_M,11
3_zip_55117,13
3_occupation_15,14
3_id_3,15
3_age_25,16
3_zip_02460,18
3_occupation_7,19
3_id_4,20
3_age_45,21
3_zip_55455,23
3_occupation_20,24
3_id_5,25
3_occupation_9,27
3_id_6,28
3_age_50,29
3_zip_06810,31
3_occupation_1,32
3_id_7,33
3_age_35,34
3_zip_11413,36
3_occupation_12,37
3_id_8,38
3_zip_61614,40
3_occupation_17,41
3_id_9,42
3_zip_95370,44
3_id_10,45
3_zip_04093,47
3_id_11,48
3_zip_32793,50
3_id_12,51
3_zip_93304,53
3_id_13,54
3_zip_60126,56
3_occupation_0,57
3_id_14,58
3_zip_22903,60
3_id_15,61
3_zip_20670,63
3_id_16,64
3_zip_95350,66
3_id_17,67
3_zip_95825,69
3_occupation_3,70
3_id_18,71
3_age_18,72
3_zip_48073,74
3_id_19,75
3_zip_55113,77
3_occupation_14,78
3_id_20,79
3_zip_99353,81
3_id_21,82
3_zip_53706,84
3_id_22,85
3_zip_90049,87
3_id_23,88
3_zip_10023,90
3_id_24,91
3_zip_01609,93
3_occupation_4,94
3_id_25,95
3_zip_23112,97
3_id_26,98
3_zip_19130,100
3_occupation_11,101
3_id_27,102
3_zip_14607,104
3_id_28,105
3_zip_33407,107
3_id_29,108
3_zip_19143,110
3_id_30,111
3_zip_06840,113
3_id_31,114
3_zip_19355,116
3_id_32,117
3_zip_55421,119
3_id_33,120
3_zip_02135,122
3_id_34,123
3_zip_02482,125
3_id_35,126
3_zip_94123,128
3_id_36,129
3_zip_66212,131
3_id_37,132
3_zip_02215,134
3_id_38,135
3_zip_61820,137
3_id_39,138
3_zip_10543,140
3_id_40,141
3_zip_15116,143
3_id_41,144
3_zip_24502,146
3_occupation_8,147
3_id_42,148
3_zip_60614,150
3_id_43,151
3_zip_98052,153
