0.141255,-0.0780263,-0.174741,-0.29836,0.132475
-0.0885827,-0.0250294,0.00877293,-0.113936,-0.0213254
0.479602,0.164592,0.446401,-0.169535,0.0098541
0.66118,0.00473244,-0.313223,0.212454,-0.174732
-0.703785,0.0699681,-0.369341,-0.214977,0.0407326
-0.103996,-0.207959,0.207358,-0.500698,-0.125741
-0.0304641,-0.00319921,0.0370841,-0.108018,-0.0378607
0.238705,0.114608,0.463744,-0.199688,0.0795158
0.373541,-0.502924,-0.0430832,0.121751,0.0817135
0.339798,-0.0961229,-0.0311987,-0.233067,-0.198886
0.142631,-0.0796006,0.00149098,-0.19323,-0.0114513
0.262366,0.231622,0.53605,-0.0448389,0.0903363
0.325145,-0.0839078,-0.347779,0.32435,-0.346382
-0.111232,-0.197317,0.218977,-0.0374129,0.0398401
-0.0156278,0.0511529,0.122967,0.0619085,0.0632599
0.283938,0.0867502,0.495061,-0.215894,0.0328063
0.31681,-0.283857,-0.128808,0.105172,0.00672216
-0.269757,0.423683,0.0284162,0.473166,0.2471
-0.0178879,0.10698,0.0419239,0.183456,0.134077
-0.0445001,0.195335,0.521339,0.11806,0.179953
0.220937,-0.15638,0.252299,-0.652907,0.405074
0.239631,0.13198,0.781026,-0.648901,0.261392
0.306976,-0.348708,-0.121074,0.100913,0.0589412
0.113222,-0.044663,-0.0311044,-0.0649491,0.121796
0.080103,0.0290551,0.00904992,0.00922554,0.00371534
0.190297,0.118639,0.73904,-0.136329,0.0846693
0.318444,-0.224645,-0.246151,0.196397,-0.0840097
0.0626082,0.0345239,-0.250241,0.104686,-0.120329
0.00466625,-0.00936287,-0.0601163,0.037946,-1.62101e-05
0.324999,0.247345,0.506496,-0.152166,0.0577797
-0.0415631,0.092115,-0.174813,-0.0150791,-0.384305
-0.0942015,-0.0475263,-0.0354441,-0.020553,-0.0600091
0.376739,0.217436,0.447555,-0.237779,0.0371674
0.259073,0.257752,0.374326,-0.442593,0.18544
0.044516,0.0583379,0.109211,-0.156567,-0.0123128
0.35028,0.225535,0.106307,0.322811,-0.551073
0.0887596,0.0362509,0.0128145,0.100783,-0.073616
0.0592181,0.0375386,-0.238739,-0.0451516,-0.100797
0.004578,-0.00850427,-0.0546631,-0.00807976,0.0034526
-0.0245098,-0.16567,-0.0381538,-0.222127,0.0217662
0.00171048,-0.0154001,-0.0620876,-0.0308488,-0.00775462
0.118717,-0.0856506,0.199786,-0.0331282,-0.0115069
0.0836069,0.0226369,0.0374776,0.0271858,0.000390887
0.242325,0.178269,0.516042,-0.179081,0.106347
0.283336,-0.141556,-0.101319,-0.33699,-0.139349
-0.154008,-0.00273424,-0.0940347,-0.17413,-0.234632
-0.276002,0.0707859,0.00844631,-0.356772,-0.0409968
-0.0636602,0.0159979,0.00184932,-0.0788881,-0.0124473
-0.056048,0.242297,0.0262333,0.0459324,0.00894966
-0.00454215,0.0627056,-0.0442371,0.0508451,-0.014224
-0.309873,0.490036,0.293927,-0.0607964,-0.589416
-0.0952899,0.0919227,0.147305,0.0471411,-0.101876
0.27358,0.125057,0.533502,-0.340767,0.155679
0.605097,0.0822444,-0.327872,0.34774,-0.438344
0.287191,0.386249,-0.12418,-0.0951388,-0.224273
0.220373,-0.0132468,-0.0412811,-0.219866,0.107061
0.0451215,0.0975428,-0.0406333,-0.0870501,-0.183998
-0.0408677,0.075143,0.0466063,-0.0913155,-0.0378498
0.25115,0.0575872,0.457481,-0.257812,-0.0301083
0.479597,0.475009,-0.0585604,0.00329036,-0.152996
0.123103,0.109333,0.0534621,-0.120441,0.00777773
0.15345,0.396861,-0.0866841,0.361272,0.132004
0.00818456,0.155881,0.0456184,0.0954633,0.0608624
0.219379,0.256647,-0.407304,-0.0867554,0.0770115
0.0266511,0.0702707,-0.137201,0.0651046,0.0100193
-0.347823,0.0748316,-0.0532353,0.0393692,0.0249098
-0.0852084,-0.0865512,0.0502921,0.212937,0.0803181
0.390411,0.385469,0.0137223,-0.219547,-0.15508
0.0803898,0.0244537,0.0301012,-0.189168,0.053825
0.294121,0.194615,0.566445,-0.149078,0.078628
0.416776,-0.618307,0.189266,-0.190628,0.101394
-0.0086392,-0.0962213,0.0816514,-0.0412432,0.0388438
-0.393936,-0.195248,-0.0135006,0.155436,-0.190879
-0.0429243,-0.047556,0.0118609,0.116806,-0.0139561
0.0370709,0.16113,0.435954,-0.0707525,0.0465104
-0.180901,0.205732,0.146786,0.125606,0.0928054
0.0102718,0.0320662,0.0783363,0.198438,0.0730302
0.287125,-0.276669,-0.477578,0.0778937,0.0795307
0.0637163,-0.0375091,-0.13841,0.0581023,0.013695
0.0741764,-0.025248,0.0960015,-0.170116,-0.0585372
-0.0644932,0.0204917,0.0112419,0.15574,0.0154834
-0.182826,0.0413566,-0.113053,-0.483138,-0.022724
-0.0531329,0.0435712,-0.0608407,-0.100246,-0.0170706
0.0802514,-0.125912,0.263844,0.0192829,0.0505927
0.0192272,-0.0313676,0.0921671,0.0154715,0.0245771
0.169902,-0.316526,-0.38201,-0.313825,0.116365
0.0592323,0.0445525,-0.0410152,-0.137147,-0.0882263
0.029066,0.158552,-0.0818515,-0.234447,-0.505547
0.00525607,0.0288725,-0.00449029,0.287634,-0.0947459
-0.110343,-0.0877944,0.218677,0.258127,0.211263
-0.0184495,-0.00158848,0.013665,0.11436,0.023739
0.0723269,-0.0310885,-0.0625795,-0.103309,-0.0984108
-0.10444,-0.015533,0.0135573,0.0598955,0.00980191
-0.0612025,0.164393,0.671511,-0.572456,0.0870891
-0.094068,0.00635134,0.280507,-0.120216,0.0015529
-0.0853734,0.109801,0.0599784,-0.294907,-0.250488
0.0275399,0.0495204,0.0666003,-0.122801,-0.0656848
0.0457048,0.30854,0.331576,0.135209,-0.387349
-0.216783,0.00539465,0.00629808,0.052301,-0.0402522
-0.100345,-0.00473934,0.108398,-0.0450446,0.0368963
0.133664,-0.074272,-0.0179188,0.0724913,0.0170535
0.000687399,0.25711,0.387123,-0.272369,-0.165594
-0.0313842,0.00966626,0.156064,-0.0722003,0.00324391
0.191324,0.267775,-0.262568,-0.267094,0.0898558
0.0399567,0.0461001,-0.020724,-0.0641485,0.0431096
0.280838,0.0857085,0.215554,-0.219744,-0.0397884
-0.100148,0.12702,-0.060945,-0.096137,-0.0307521
-0.171325,0.0312371,-0.110794,0.0541986,0.0291953
-0.214022,0.362348,0.268891,-0.454861,-0.18029
-0.0703145,0.123299,0.044518,-0.211913,-0.0148231
-0.184769,-0.113598,-0.0378752,-0.396161,0.318684
-0.272165,-0.0301708,0.0139082,0.314113,0.211427
0.241539,0.144442,-0.383667,-0.0968378,0.188091
0.0636067,0.0945475,-0.0454718,-0.020613,0.0809921
0.254786,0.168199,0.492437,0.0594864,0.126819
0.0353277,0.149039,0.268881,0.0244348,-0.101633
-0.0765972,-0.0602367,0.241982,-0.0395777,0.0390711
0.0605938,0.0638959,-0.0277601,-0.162671,-0.158161
0.00852735,0.000846312,-0.00127542,-0.0440795,-0.00781351
-0.119828,-0.238107,-0.130016,0.0027928,0.0967979
-0.0703517,-0.0721252,-0.0255309,0.00288051,0.043934
0.00703269,-0.109616,0.118463,-0.026502,0.0973372
0.0891976,-0.034079,0.0827034,-0.0435235,0.0128793
0.181605,0.222107,0.545397,0.0506352,0.237491
0.367942,0.173589,0.171359,-0.218355,0.113818
-0.0351279,0.00863522,0.0411033,-0.000922005,0.0178881
0.338197,-0.131304,-0.265101,-0.0173668,-0.271811
0.0487118,-0.0727838,-0.0713596,0.0411985,-0.0431432
-0.0367828,0.102182,0.020059,0.231048,-0.000921363
-0.00826099,0.00908603,0.0202622,0.0795007,0.0160156
0.0762772,-0.138247,0.121263,0.0785125,0.0807696
0.0265375,-0.00478565,-0.016208,0.060696,-0.00228779
0.0744343,0.166664,-0.015334,-0.510561,-0.0643049
0.0812768,-0.00499062,0.0617106,-0.186062,-0.0314422
