0,-0.304734,0.161783
1,-0.0998899,0.0213254
2,-0.232604,0.10589
3,-0.242176,0.0835773
6,0.152301,0.0577825
8,0.17684,0.100192
9,0.411184,0.272074
10,0.427914,0.224584
11,0.413863,0.196211
13,0.290582,0.146511
14,0.478924,0.285833
15,-0.429159,0.201997
16,0.0711507,0.0739823
17,-0.87164,0.786845
18,-0.174872,0.0617199
19,-0.308202,0.108553
20,0.198658,0.0872868
21,0.130809,0.105537
22,0.234137,0.157822
23,-0.826249,0.751607
24,-0.794927,0.676331
25,0.155593,0.0686312
26,-0.0575562,0.0653862
27,-0.785052,0.67838
28,0.510398,0.32258
29,-0.273799,0.15243
30,0.450436,0.326225
31,0.0105101,0.0690304
32,-0.368158,0.192005
33,0.475018,0.248728
34,0.518503,0.34631
35,0.106725,0.0678545
37,0.662402,0.445563
39,0.385749,0.163312
40,0.188048,0.0831836
41,0.0290035,0.0629147
42,0.431545,0.255151
43,-0.0753559,0.108681
44,0.287415,0.151527
45,-0.189915,0.0672072
46,-0.373221,0.178186
47,-0.587871,0.356542
48,-0.0332025,0.0338752
49,0.488507,0.280113
50,0.632777,0.452191
51,-0.252566,0.0723417
52,0.0898504,0.0208081
53,-0.157276,0.0506997
54,0.408616,0.244431
55,-0.123813,0.0774031
56,-0.216003,0.0984424
57,0.397015,0.246047
58,0.287401,0.205932
60,-0.0204383,0.0888437
61,-1.44305,2.1039
62,-0.637999,0.475963
63,-1.26831,1.68607
64,-0.219689,0.110337
65,0.360339,0.191918
66,-0.0741587,0.0619638
67,0.391754,0.184611
68,-0.874329,0.826524
69,0.280655,0.167193
70,-0.2179,0.080253
71,0.275818,0.164502
72,0.676937,0.581576
73,0.0364489,0.0341013
74,-0.703896,0.557543
75,0.0677666,0.0460659
76,-0.324981,0.194039
77,0.445871,0.246623
78,-1.03763,1.13313
79,0.27726,0.121295
80,0.478189,0.273087
81,-0.172803,0.0581782
82,0.214846,0.0876323
83,-0.403091,0.18398
84,-0.709272,0.55953
85,0.296374,0.176263
86,-0.180905,0.101647
87,0.222204,0.118295
88,-0.662366,0.500802
89,-0.104449,0.0523832
90,0.398017,0.220491
91,-0.182399,0.0747432
92,0.329005,0.170318
93,0.279773,0.155737
94,-0.280395,0.126443
95,0.236084,0.100158
96,0.546473,0.325723
97,-1.04573,1.18197
98,-0.255436,0.127321
99,0.160113,0.0877097
100,-0.845515,0.79236
101,-0.0485829,0.0438339
102,0.0775126,0.0680817
103,0.428465,0.240047
104,0.550714,0.344759
105,-0.183431,0.0751206
106,-1.53634,2.4378
107,0.596458,0.394654
108,-0.111782,0.0436349
109,0.039339,0.00550072
110,0.706965,0.577264
111,-0.35822,0.190395
112,0.801441,0.719772
113,-0.522323,0.350285
114,-0.0379452,0.0789037
115,-0.00152456,0.0283196
116,0.305618,0.141224
117,0.472389,0.285225
118,0.582754,0.35116
119,-0.0779926,0.0449751
120,0.362662,0.175946
121,0.114472,0.0279579
122,-0.573139,0.340263
123,0.372521,0.216236
124,-0.388023,0.202347
125,-0.435418,0.231062
126,0.064213,0.0815872
127,0.340137,0.167478
129,0.474182,0.313274
130,-0.720945,0.567583
131,-0.487141,0.293771
132,0.380263,0.169528
133,0.276347,0.145288
134,0.350188,0.184705
135,0.00660673,0.0689636
136,-0.902658,0.903217
137,0.30443,0.19568
138,0.421997,0.255546
139,-0.514495,0.282524
140,-0.51524,0.317257
141,0.265727,0.148075
142,0.156564,0.0762971
143,0.189852,0.0878287
144,-0.127668,0.0225436
146,-0.553524,0.409391
147,0.316268,0.17749
148,0.194825,0.0453023
149,0.144539,0.0505529
151,0.441835,0.257292
152,0.614129,0.454619
153,-0.116719,0.0654081
154,-0.477642,0.267034
155,0.138524,0.0881087
156,0.329169,0.231685
157,0.425001,0.2427
158,-0.522361,0.283439
159,0.092348,0.0774481
160,0.322189,0.192232
161,0.222848,0.101446
162,-0.130192,0.0790235
163,0.129574,0.0732538
164,-0.0273287,0.0572112
165,0.163642,0.0785636
166,0.0528783,0.0373829
168,0.481398,0.257708
169,0.447159,0.212686
170,0.566778,0.348327
171,0.359456,0.206672
172,-0.57775,0.350653
173,-0.404117,0.202203
174,-1.34304,1.85555
175,0.429343,0.23612
176,0.500314,0.353316
177,0.389259,0.228987
178,0.380878,0.18949
179,0.570306,0.353566
180,-0.615837,0.412028
181,-0.764984,0.647274
182,0.324377,0.13636
183,0.361831,0.208386
184,0.0750412,0.0145493
185,0.261944,0.146078
186,-0.673001,0.484069
187,0.20694,0.120288
188,-0.699458,0.508139
189,0.391419,0.20103
190,0.138975,0.0671357
191,0.241627,0.0998572
192,0.321646,0.138043
193,0.432721,0.290249
194,-0.989085,1.04721
195,0.417351,0.236255
196,-0.31979,0.190692
197,0.318549,0.255135
198,0.572804,0.355194
199,0.360389,0.177702
200,-1.02394,1.06857
201,0.245843,0.163441
202,0.152908,0.0854545
203,0.346224,0.137691
204,-0.167153,0.116366
205,-1.0247,1.10181
206,-0.119005,0.102588
207,-0.00270244,0.0517922
208,0.200123,0.0965134
209,-1.47311,2.21446
210,0.416715,0.262078
211,-0.586495,0.388398
212,-0.324695,0.126925
213,-0.344305,0.180619
214,-0.0868476,0.0235373
215,-2.12509,4.57807
216,-0.97736,1.00702
217,-0.60047,0.448991
218,0.502117,0.303907
219,-0.244754,0.162907
220,0.0464181,0.0367414
221,0.226423,0.120187
222,-0.196043,0.0902176
223,-0.0807609,0.0949483
224,0.19477,0.0675968
225,0.146416,0.0525771
226,-0.290143,0.0974589
227,-0.545037,0.400067
228,0.455102,0.254939
229,-1.03627,1.12565
230,-0.668669,0.483732
231,-0.239681,0.0989204
232,0.647169,0.418873
233,0.0107287,0.0885411
234,-0.458697,0.279323
235,-0.18702,0.0867613
236,-0.0701929,0.0438193
237,0.623966,0.430807
238,0.427019,0.251265
239,0.53629,0.339392
240,0.262315,0.171811
241,0.0769434,0.0748402
242,0.629623,0.444247
243,0.469066,0.271808
244,0.117294,0.0465306
245,0.105995,0.0676993
246,-0.225368,0.0730544
247,0.139882,0.0816405
248,-0.810889,0.735005
249,-0.108448,0.0429005
250,0.199061,0.0960894
251,0.415959,0.235095
252,-0.143116,0.0649042
253,-1.89516,3.63309
