3_gender_male,4
3_gender_female,10
3_m_HarperCollins Publishers Ltd,74088
3_c_2419-Professionals & Academics,74089
3_c_2420-Business,74090
3_c_2553-Strategy & Competition,74091
3_c_2624-Industries & Professions,74092
3_c_2675-Management & Leadership,74093
3_c_2694-Systems & Planning,74094
3_c_3-Business & Money,74095
3_c_355577011-Popular Economics,74096
3_c_3568-Biographies,74097
3_c_549726-Business & Management,74098
3_c_886498-Computers & Technology,74099
3_m_Collins,74101
3_c_1000-Subjects,74102
3_c_2650-Real Estate,74103
3_c_2651-Buying & Selling Homes,74104
3_c_48-Crafts, Hobbies & Home,74105
3_m_Fourth Estate,74107
3_c_107197011-Information Theory,74108
3_c_11232-Social Sciences,74109
3_c_13803-Reference,74110
3_c_13871-History & Philosophy,74111
3_c_14631-Technology,74112
3_c_21-Education & Reference,74113
3_c_3508-Computer Science,74114
3_c_3573-History,74115
3_c_3639-Culture,74116
3_c_69845-Library & Information Science,74117
3_c_75-Science & Math,74118
3_c_7976021011-History,74119
3_m_HarperCollins Business,74121
3_c_11288-Sociology,74122
3_c_2571-Workplace,74123
3_c_3377866011-Politics & Social Sciences,74124
3_c_355561011-Organizational Behavior,74125
3_m_Longman,74127
3_c_12015-Writing,74128
3_c_17-Literature & Fiction,74129
3_c_170945-Technical,74130
3_c_2560-Communications,74131
3_c_2732-Reference,74132
3_c_355562011-Skills,74133
3_c_660626-Business Writing,74134
3_m_Collier Books,74136
3_c_2-Biographies & Memoirs,74137
3_c_4935-Europe,74138
3_c_4945-Czech Republic,74139
3_c_5011-Military,74140
3_c_5035-World,74141
3_c_9-History,74142
3_m_Macmillan Coll Div,74144
3_c_280291-Human Vision & Language Systems,74145
3_c_280293-Computer Mathematics,74146
3_c_3887-Artificial Intelligence,74147
3_c_3890-Expert Systems,74148
3_c_4053-Software,74149
3_c_468204-Computer Science,74150
3_c_491300-Artificial Intelligence,74151
3_c_5-Computers & Technology,74152
3_m_Prentice Hall,74154
3_c_2637-Human Resources & Personnel Management,74155
3_c_2683-Management,74156
3_c_2684-Management Science,74157
3_c_468220-Business & Finance,74158
3_c_491602-Human Resources,74159
3_c_684248011-Management,74160
3_m_Macmillan Publishing,74162
3_c_13687-Robotics & Automation,74163
3_c_227550-Industrial, Manufacturing & Operational Systems,74164
3_c_2349030011-Specialty Boutique,74165
3_c_3897-Robotics,74166
3_c_465600-New, Used & Rental Textbooks,74167
3_m_Macmillan Pub Co,74169
3_c_2717-Personal Finance,74170
3_c_2719-Budgeting & Money Management,74171
3_m_Career Education,74173
3_c_10-Health, Fitness & Dieting,74174
3_c_227560-Administration & Medicine Economics,74175
3_c_227567-Medical History & Records,74176
3_c_227670-Reference,74177
3_c_3559289011-Education & Training,74178
3_c_3700-Manager's Guides to Computing,74179
3_c_689670011-Administration & Policy,74180
3_c_689674011-Medicine,74181
3_c_689681011-Medical History & Records,74182
3_c_689782011-Education & Training,74183
3_m_Glencoe/McGraw-Hill,74185
3_c_11970-Words, Language & Grammar,74186
3_c_11975-Communication,74187
3_c_1267878011-Products,74188
3_c_1294449011-Books,74189
3_c_4-Children's Books,74190
3_c_468226-Communication & Journalism,74191
3_c_5267708011-Schools & Teaching,74192
3_c_684251011-Communications,74193
3_m_Arco,74195
3_c_11657-Professional,74196
3_c_11695-Professional,74197
3_c_15959731-Instruction Methods,74198
3_c_2655-Sales,74199
3_c_266137-Pedagogy,74200
3_c_468224-Education,74201
3_c_684249011-Real Estate,74202
3_c_684300011-Test Prep & Study Guides,74203
3_m_*Howell Book House,74205
3_c_2720-Credit Ratings & Repair,74206
3_m_Macmillan General Reference,74208
3_m_Wiley,74210
3_c_2731-Retirement Planning,74211
3_c_11475-Dictionaries & Thesauruses,74213
3_c_172810-Bible Study & Reference,74214
3_c_22-Religion & Spirituality,74215
3_c_720864-Bible Study,74216
3_m_Alpha,74218
3_c_10580-Social Services & Welfare,74219
3_c_5339-How-to & Home Improvements,74220
3_c_5571275011-Public Affairs & Policy,74221
3_c_6158312011-Home Improvement & Design,74222
3_m_Macmillan Distribution,74224
3_c_2741-Small Business & Entrepreneurship,74225
3_c_2745-Entrepreneurship,74226
3_c_2748-Home Based,74227
3_c_2665-Investing,74229
3_c_5373-Home Repair,74231
3_m_Alpha Books,74233
3_c_2604-Finance,74234
3_c_4736-Self-Help,74235
3_c_266117-Accounting,74237
3_c_2572-Job Hunting & Careers,74239
3_c_2575-Guides,74240
3_c_491564-Accounting,74241
3_c_11880-Genealogy,74243
3_c_20-Parenting & Relationships,74244
3_c_3510-Web Development & Design,74245
3_c_377886011-Web Services,74246
3_c_5126-Crafts & Hobbies,74247
3_c_69766-Internet & Web Culture,74248
3_c_2682-Leadership,74250
3_c_2695-Teams,74251
3_c_15376991-eBay,74254
3_c_2656-Retailing,74255
3_c_3563-Web Marketing,74256
3_c_3649-Internet Games,74257
3_c_541256-E-commerce,74258
3_c_87-Games & Strategy Guides,74259
3_c_2653-Investments,74262
3_m_ALPHA,74264
3_c_355563011-College & Education Costs,74266
3_c_491584-Economics,74267
3_c_491594-Finance,74268
3_c_684283011-Reference,74269
3_c_69820-College & University,74270
3_c_69826-Financial Aid,74271
3_c_282840-Aging,74273
3_c_2648-Information Management,74275
3_c_280309-Software Engineering,74276
3_c_280311-Information Systems,74277
3_c_3870-Algorithms,74278
3_c_3882-Memory Management,74279
3_c_2670-Introduction,74282
3_c_2688-Organizational Change,74284
3_c_684247011-Investments & Securities,74286
3_c_11626-Catalogs & Directories,74288
3_c_69771-Online Searching,74289
3_c_3448-Certification,74292
3_c_3641-Privacy,74293
3_c_3652-Networking,74294
3_c_3705-Internet, Groupware, & Telecommunications,74295
3_c_3746-Network Security,74296
3_c_4544422011-CompTIA,74297
3_c_2697-Training,74299
3_m_Free Press,74302
3_c_468214-Social Sciences,74303
3_c_491478-Sociology,74304
3_c_11019-Philosophy,74306
3_c_11119-Psychology & Counseling,74307
3_c_226685-Behavioral Sciences,74308
3_c_173514-Medical Books,74310
3_c_280292-Theory of Computing,74311
3_c_6511980011-Psychology,74312
3_c_2680-Industrial,74314
3_c_2687-Operations Research,74315
3_c_2692-Quality Control,74316
3_c_2696-Total Quality Management,74317
3_c_2698-Marketing & Sales,74318
3_c_2700-Consumer Behavior,74322
3_c_2702-Marketing,74323
3_c_2709-Research,74324
3_c_491624-Marketing,74325
3_c_684245011-Entrepreneurship,74326
3_c_16233451-Service,74328
3_c_2635-Customer Service,74329
3_c_13762-Industrial Design,74332
3_c_2657-International,74334
3_c_684246011-International Business,74335
3_c_13769-Manufacturing,74337
3_m_Oxford University Press, USA,74340
3_c_11986-Linguistics,74341
3_c_16252731-Southeast Asia,74342
3_c_3723-Microprocessors & System Design,74343
3_c_3727-Control Systems,74344
3_c_468206-Humanities,74345
3_c_468230-History,74346
3_c_4884-Asia,74347
3_c_491412-Asia,74348
3_c_491462-Linguistics,74349
3_m_Harcourt College Pub,74351
3_c_13884-Mathematics,74352
3_c_271582011-Mathematical & Statistical,74353
3_m_South-Western Pub,74355
3_m_HOLT, RINEHART AND WINSTON,74357
3_c_2581-Economics,74358
3_c_28-Teen & Young Adult,74359
3_c_3344092011-Education & Reference,74360
3_m_Saunders College Publishing,74362
3_c_132555011-Design & Architecture,74363
3_c_13469-Biological Sciences,74364
3_c_13521-Botany,74365
3_c_3726-Computer Design,74366
3_c_5030-World War I,74367
3_c_549652-Hardware,74368
3_c_11977-Etymology,74370
3_c_3344094011-Language Arts,74371
3_m_HarperBusiness,74373
3_c_2699-Advertising,74374
3_c_2705-Global,74375
3_c_2706-Industrial,74376
3_m_Harper Paperbacks,74378
3_c_4749-Success,74379
3_c_2538-Biography & History,74381
3_c_2542-Company Profiles,74382
3_m_Harpercollins,74386
3_m_Harper,74388
3_m_HarperOne,74390
3_c_107196011-Cybernetics,74391
3_c_11023-Consciousness & Thought,74392
3_c_12689-Occult,74393
3_c_4608-Death & Grief,74394
3_c_13022421-Communication & Media Studies,74396
3_c_3571-Future of Computing,74397
3_c_3741-Bridges & Routers,74399
3_c_3570-Digital Law,74401
3_c_11093-International & World Politics,74403
3_c_2396-Leaders & Notable People,74404
3_c_2397-Political,74405
3_c_2587-Economic Conditions,74406
3_c_2590-Exports & Imports,74407
3_c_4911-Singapore,74408
3_c_5571267011-Asian,74409
3_c_2679-Decision-Making & Problem Solving,74413
3_m_William Morrow,74415
3_c_271614011-Reference,74416
3_c_521000-Performing Arts,74417
3_c_86-Humor & Entertainment,74418
3_c_2636-Hospitality, Travel & Tourism,74422
3_m_Collins Business,74425
3_m_William Morrow Paperbacks,74427
3_c_2430-Regional U.S.,74428
3_c_2432-Mid Atlantic,74429
3_c_2437-Specific Groups,74430
3_c_2445-Women,74431
3_c_3048891-Memoirs,74432
3_c_2585-Development & Growth,74435
3_c_2594-Economics,74436
3_c_3049191-Globalization,74437
3_c_5571258011-Specific Topics,74438
3_c_11194-Personality,74440
3_c_13824-Evolution,74441
3_c_4729-Relationships,74442
3_c_4732-Interpersonal Relations,74443
3_c_2545-Motivation & Self-Improvement,74445
