0.0141406,-0.116767,0.0472232,-0.0445867,0.0852056,0.288837,-0.0538115,0.0164718,-0.279856,-0.117834
-0.128903,0.0404421,0.105934,-0.0919195,-0.0492316,0.0700142,-0.0547874,-0.135846,-0.0506518,-0.12796
-0.553988,-0.616655,0.449266,-0.599308,0.452995,-0.0971799,-0.211903,0.544739,0.38651,0.0320784
-0.533946,0.305569,-0.375536,0.185166,0.124031,-0.561865,0.237385,0.111602,-0.162667,0.156836
1.23444,0.0149069,-0.278053,0.540339,-0.270776,1.21558,0.179605,-0.617833,-0.464093,-0.401891
0.192622,-0.108141,-0.0561475,-0.0680798,-0.276976,0.448129,0.287374,-0.0247948,-0.242518,-0.0782267
-0.0123995,-0.0799162,0.0200653,-0.0726538,-0.0532635,0.0272599,0.0970509,-0.0355985,-0.0532405,-0.0720324
-0.309467,-0.196304,0.359242,-0.335773,0.0851735,-0.0253612,-0.343385,0.420033,0.242162,0.124614
-0.578149,0.00590728,-0.305987,0.0990317,-0.422488,-0.527701,0.314502,0.333691,0.0613596,0.466247
1.20033,0.276174,-0.248692,0.386071,0.0607672,1.2643,0.0150008,-0.686338,-0.409082,-0.213009
0.276053,-0.163748,0.0518839,0.0177704,0.153309,0.356378,-0.0819755,-0.203031,-0.188551,0.152434
-0.0600822,-0.232906,0.0954646,-0.0259797,-0.055825,-0.089007,-0.07607,-0.156946,-0.308097,0.0643106
-0.380159,-0.297259,0.341275,-0.231454,0.140856,-0.0433849,-0.373905,0.41516,0.357943,0.0304529
-0.7191,0.102847,-0.139066,-0.0539936,0.146792,-0.452273,0.311859,0.340629,0.103005,0.240932
0.0761545,-0.119362,-0.0730499,-0.0271113,-0.203654,0.371758,0.0892635,0.0558178,0.0292242,0.161126
-0.142135,-0.178402,-0.0171575,-0.00597447,-0.0620167,-0.095423,-0.0184248,0.0825402,0.0880379,-0.0527604
-0.321742,-0.189199,0.389195,-0.299535,0.084651,-0.030426,-0.351377,0.419703,0.165476,0.0686846
-0.734979,0.0381796,-0.143938,-0.0125369,-0.316661,-0.53823,0.472399,0.259421,0.146813,0.404448
-0.0501827,0.1623,-0.0635337,0.020869,0.136142,0.306322,0.102578,0.170675,0.932748,-0.0370686
-0.143777,-0.140223,-0.0743313,-0.103917,0.0136127,-0.101967,0.0899826,-0.111913,0.43252,0.115637
-0.410867,-0.144423,0.470982,-0.267932,0.0757285,-0.00676807,-0.432785,0.632472,0.640634,0.0669283
0.31645,-0.299456,0.0308365,0.153465,-0.430413,0.202184,0.394147,-0.095476,-0.267438,0.0715042
-0.13489,-0.140112,0.437,-0.134792,-0.0390601,-0.0929526,-0.0767412,0.333478,0.0576063,-0.0123607
-0.752688,-0.0024194,-0.200848,0.0069915,-0.377732,-0.555106,0.452257,0.289612,0.123611,0.475569
0.0978491,-0.00781374,-0.0875203,0.0799225,0.00960146,0.353574,0.0954118,-0.0925809,0.087195,0.219907
0.0611323,-0.00863508,-0.0313411,0.134688,0.0568113,-0.0303959,0.0414271,-0.209525,0.108014,0.0454429
-0.261807,-0.28583,0.397397,-0.255177,0.0210613,-0.0253531,-0.359861,0.463009,0.410991,-0.0238841
-0.762827,0.110172,-0.166674,-0.00784649,-0.167842,-0.512511,0.419673,0.290715,0.157525,0.403683
-0.250029,-0.02825,-0.0814061,-0.0889072,0.204025,0.364907,-0.18772,0.0118351,-0.0857197,0.0695232
-0.148237,-0.0566811,-0.0172128,-0.0693579,-0.00321566,-0.0271555,-0.0810284,-0.0053126,-0.0224168,-3.84133e-05
-0.389286,-0.286251,0.386424,-0.214145,0.167669,-0.0694855,-0.291341,0.295226,0.331346,0.143657
0.0422198,-0.0217137,0.173662,-0.15776,0.256322,0.425693,0.0276097,0.056682,-0.0983831,-0.110418
0.0464929,-0.0725955,0.0853614,-0.12468,-0.0225262,0.0734027,0.00396029,0.0915571,-0.0586454,-0.0404941
-0.341004,-0.252624,0.462589,-0.217069,0.177763,-0.0774725,-0.260757,0.282719,0.219166,0.151921
-0.247081,-0.493318,-0.00688675,0.0795865,-0.310312,0.15762,0.267023,-0.249867,-0.0857757,-0.219195
-0.192706,-0.155982,0.0347231,-0.0483491,-0.0487163,-0.0943128,0.0631182,-0.109066,-0.0681689,-0.0951998
0.29588,-0.307673,-0.404907,0.0155764,0.519826,0.462407,-0.0906614,0.123276,0.162471,-0.273215
0.0320814,-0.0994484,-0.111613,-0.0565542,0.174938,0.0336919,-0.0659481,-0.00601844,0.0642992,-0.0481247
-0.0150113,-0.00283531,-0.00341209,-0.0991905,0.173531,0.378813,0.0699871,-0.117562,0.100492,0.102681
-0.0574462,-0.0485771,0.0080178,-0.0724289,-0.0127499,-0.0189396,0.00808882,-0.0439235,0.046093,0.00869384
0.0559288,0.0427079,0.069331,-0.30666,-0.187424,0.35206,0.138762,-0.0790921,0.135955,-0.0365587
-0.0515554,-0.0259242,0.0292704,-0.129126,-0.0306808,-0.0225191,0.0161653,-0.0454119,0.0364645,-0.0307481
0.274029,-0.20077,0.0567124,-0.196114,-0.0195596,0.365094,0.0453891,-0.0170232,0.136892,0.133652
0.0487575,-0.163814,0.0104668,-0.114078,0.0444133,-0.0264687,0.0238441,-0.0454375,0.0934607,0.0714448
-0.379098,-0.181222,0.4677,-0.275763,0.154338,-0.0550694,-0.366496,0.478804,0.266637,0.0610108
0.448235,0.134436,0.01114,-0.0625769,0.110017,0.331213,0.127078,-0.103576,-0.246589,-0.0154512
0.0419148,-0.117217,0.0346613,-0.0732755,0.0333106,0.144991,0.185302,-0.0266011,-0.154012,0.0126456
-0.0811896,-0.144776,0.0233385,0.10393,-0.168521,0.432315,0.255325,0.157541,-0.126797,-0.0020489
-0.0833064,-0.0682602,0.012469,-0.0359227,-0.0166927,0.0428141,0.0388496,0.00983778,-0.0252807,-0.00577537
-0.330822,-0.16719,0.0525488,0.133768,-0.00556784,0.347067,0.0338304,-0.13812,0.198461,0.125792
-0.19859,-0.0812241,0.0328299,-0.0115544,0.0374183,-0.0204078,-0.0174884,-0.0683116,0.0636322,0.00569412
0.133608,-0.63371,0.452892,0.0123073,0.263707,0.561491,0.118488,-0.0344176,0.0740266,-0.0324504
0.0190357,-0.252231,0.11246,-0.00770346,0.0599006,0.133494,-0.00401276,-0.0283128,0.128682,-0.00769313
-0.409953,-0.136583,0.473193,-0.238503,0.0906346,-0.0764368,-0.336623,0.331947,0.14707,0.108654
-0.669857,0.0175315,-0.19589,-0.132452,0.36825,-0.504923,0.250481,0.238739,-0.00146145,0.0132389
0.0157355,-0.286531,-0.146092,0.0167373,0.431072,0.30863,0.182642,0.0288078,-0.0908417,-0.0785634
0.197792,0.0838898,-0.135485,0.160515,-0.0399947,-0.152755,0.269221,-0.0960667,-0.0276072,0.0728014
0.01114,-0.0946599,0.0181875,-0.0742565,0.172083,0.394763,0.0993528,-0.00401833,-0.0166687,0.0229219
-0.0313028,-0.0774465,0.0724663,-0.0442248,0.0137367,0.00771659,0.20579,0.0352464,0.0421135,-0.0728827
-0.336689,-0.221809,0.412173,-0.319457,0.128429,-0.000376918,-0.356732,0.481497,0.0794299,0.0777143
0.0397928,0.0150885,-0.0222284,-0.150843,0.30993,0.184934,0.292983,-0.230199,0.183258,-0.0427966
-0.0768594,-0.121898,0.0109443,-0.01411,-0.0289824,-0.166267,0.274303,-0.214219,0.0837813,0.0289491
0.18139,-0.10196,-0.0408698,-0.060761,0.415988,0.271022,-0.113242,0.28328,0.385527,-0.0652828
-0.00997404,-0.16485,0.0188893,-0.0181373,0.0757171,-0.0655108,0.113105,-0.0278027,0.30891,0.0765922
-0.296847,0.232035,-0.295634,-0.299591,0.190437,0.251133,0.416723,0.0155334,0.237137,0.00373518
-0.307748,-0.0396074,-0.0447223,-0.133923,0.0148156,-0.0773471,0.0929008,-0.0452597,0.136968,-0.0089877
-0.0745369,-0.0690079,0.0326776,0.113453,-0.0709802,0.424674,0.00318166,0.18992,0.126425,0.0031192
-0.0743912,0.0944687,-0.119975,-0.0105122,-0.164677,0.0283021,-0.217495,0.0874211,0.247195,-0.0943171
0.145054,-0.256235,-0.151023,0.0526999,0.426312,0.228203,0.198816,-0.0774776,-0.148628,0.0281718
0.00777112,-0.0875649,-0.0370949,-0.026004,-0.0177869,-0.148557,0.0748892,-0.0564067,-0.0971221,0.0322289
-0.366473,-0.279209,0.411822,-0.258682,0.162085,-0.053518,-0.384142,0.445572,0.281215,0.065871
0.383461,0.173791,-0.658003,-0.094846,-0.324097,0.245525,-0.00680562,-0.12384,-0.107831,-0.135216
0.0826357,-0.0391748,-0.138462,-0.0840244,-0.187916,-0.0538928,0.0488193,0.0284024,0.0262876,-0.0544862
0.10253,-0.0638955,-0.0280124,-0.106196,0.0522762,0.495851,0.0848638,0.0590349,0.446379,0.200985
-0.00987608,-0.0819656,-0.0133864,-0.0799174,-0.0141075,-0.0131191,-0.0254268,-0.0448022,0.20634,0.0715631
-0.339222,-0.246047,0.415831,-0.298232,0.104926,0.00407092,-0.294251,0.571214,0.368144,0.151921
0.0644936,-0.294917,-0.21413,0.113666,-0.0237814,0.338357,0.19878,0.127782,0.421187,0.0576333
-0.119257,-0.177555,-0.185737,0.0161432,-0.0699142,-0.0574532,0.00908224,-0.0598854,0.358347,0.0917278
0.113631,0.264111,-0.0223784,-0.0754812,0.142268,0.286512,-0.201497,0.155678,-0.169148,0.0194669
-0.0120264,0.0140611,0.00602109,-0.0605996,0.040976,-0.0690138,-0.0967005,0.0289736,-0.0323477,-0.0278383
0.000158402,-0.00991477,-0.112608,0.0293048,-0.113002,0.241545,0.142972,0.00847972,-0.0764697,-0.114333
-0.103453,-0.00289339,-0.0990373,-0.0933293,0.0484504,-0.0667871,-0.030299,0.120563,0.151437,-0.0384829
-0.0143029,-0.117108,0.0137826,-0.170275,-0.118279,0.390393,0.417897,0.11146,-0.105975,0.192067
-0.0977319,-0.0819234,0.0382897,-0.101067,-0.00173966,-0.000699825,0.141697,0.00867435,0.00843922,0.0127795
0.0597373,-0.121478,-0.198449,0.0766799,-0.0948295,0.346425,0.0414576,0.035161,0.087711,-0.153267
-0.0369804,-0.0603965,-0.0593737,-0.0370629,-0.0435057,-0.0282777,-0.0178993,-0.0356806,0.0633523,-0.0258497
0.160791,0.18357,-0.0794783,-0.527773,-0.0431451,0.273439,0.168393,0.0236321,-0.170816,0.203543
0.00650292,-0.109722,0.0176677,-0.159538,0.0840349,-0.00661441,0.130012,-0.0547687,-0.104434,0.0480038
-0.0201848,-0.115915,0.104525,-0.0116751,0.218381,0.464616,-0.00265831,-0.101555,-0.324155,-0.341079
0.00582208,-0.00716897,-0.029354,-0.10067,0.108556,0.0412704,-0.149956,-0.0143659,0.285107,-0.111876
0.142859,-0.119356,-0.249581,0.00464492,-0.223562,0.311119,0.0863802,0.0402272,0.579467,0.131897
-0.0177318,-0.0731932,-0.0679809,-0.0441396,-0.0422676,-0.0476079,-0.00241818,-0.00854939,0.199058,0.0176695
-0.261498,0.042198,0.104361,0.0893189,0.00817475,0.334948,-0.203226,-0.226393,-0.229716,-0.0148887
-0.171602,-0.0534964,0.0827088,-0.0167208,-0.0956298,-0.0143672,-0.0956114,-0.0189637,0.0266003,-0.0456779
0.416015,-0.508154,-0.0629744,0.21671,-0.196587,0.361637,0.384409,0.174898,-0.180211,-0.0957386
0.146576,-0.248082,0.0078316,0.0162413,-0.127513,0.0703242,0.0980714,0.0178101,0.0975148,0.0465403
0.113652,-0.221121,-0.0268254,0.0365436,0.0368958,0.41559,0.215931,0.0531128,-0.208275,-0.194699
-0.00052009,-0.118085,0.0351191,-0.059894,0.0142132,-0.0221036,0.0649191,0.0133895,-0.100011,-0.13794
-0.0249385,-0.361337,-0.0193007,-0.0114934,0.206736,0.444165,0.0334664,-0.0448702,0.243472,-0.0466385
-0.196345,-0.124095,0.133808,-0.056618,-0.104693,0.0926744,0.00452533,0.0324844,0.121989,0.1467
-0.0625828,-0.0813803,0.00908144,-0.00522134,-0.183842,0.392715,0.110125,-0.161787,0.272242,0.0917247
0.01818,-0.0887708,-0.0244786,-0.0463592,-0.0267826,-0.0614395,-0.222697,-0.0876067,0.0114886,0.0396187
0.0887894,-0.448376,0.0412611,-0.117049,-0.0630399,0.251356,0.163456,-0.0133044,-0.023266,-0.242204
-0.0437422,-0.136403,0.0264944,-0.0752119,-0.0829401,-0.0656443,-0.000396736,-0.0285458,0.0140931,-0.00239215
-0.00412994,0.0839019,0.120923,-0.0559653,0.232521,0.216402,0.266006,-0.115621,-0.0163673,0.111823
-0.0789593,-0.0646914,0.087316,-0.0550864,0.00737074,-0.135062,0.0338283,-0.0138377,0.0370683,0.0491738
-0.261432,-0.00747269,0.100992,-0.236649,0.149143,-0.0218842,-0.0389162,0.0871701,0.128603,-0.125667
-0.0570432,-0.0113071,0.0966289,0.0935825,0.1238,0.391281,0.0422127,-0.0628676,0.0903413,0.18653
-0.0718389,0.013192,0.14793,0.0915411,0.0188939,0.0408547,-0.0586616,0.169939,0.0486046,0.212382
0.0417993,-0.239607,0.524374,0.0611623,-0.0627851,0.349218,0.494323,-0.231624,0.127574,-0.0973633
-0.173009,-0.115503,0.245824,-0.0146641,-0.026288,-0.062153,0.200296,-0.124305,-0.0209683,-0.0255577
0.0766896,0.0318374,-0.38162,-0.152676,-0.28701,0.284533,0.543674,0.526766,-0.0155817,0.129825
-0.014213,0.0302909,-0.141046,0.0944374,-0.0490341,0.00605417,-0.204668,0.450426,0.387355,0.198895
-0.143517,0.396386,-0.200957,-0.272373,0.274867,0.00833304,-0.0030031,0.0629247,0.335793,-0.18559
-0.229703,0.00917401,-0.01182,-0.0749173,0.061299,-0.275157,0.0477268,-0.0592125,0.245141,-0.0343299
